steam_id,pais,total_jogos,jogos_ids
76561198577817824,BR,103,20;220;320;360;440;500;550;620;3590;4000;9050;9070;16450;43110;43160;49520;57900;105600;113200;204360;204450;208200;218620;219640;220700;222420;222440;223470;231430;232090;235540;238370;242680;245170;250900;252150;278360;282800;297130;304050;304930;310560;320040;321270;322330;346110;350910;351940;362890;394510;397080;407530;412830;413150;422250;431730;475550;489520;489630;493520;552500;571310;582660;586140;588650;629760;632360;635850;638070;670160;774171;813540;815370;858710;960090;990630;1200580;1217060;1274570;1275890;1325900;1337520;1369630;1422450;1486630;1515950;1699480;1747890;1764390;1794680;1818750;1922560;1966720;2088570;2231450;2475460;2543510;2617700;2881650;3241660;3405340;3463050;3805420
76561198797624743,BR,0,
76561198802351715,TV,157,10;20;30;40;50;60;70;80;100;130;220;240;280;300;320;360;400;440;500;550;620;730;3590;4000;12200;17390;40800;42910;48000;49520;105600;108600;113200;204360;207140;211820;212680;214790;218620;218680;219640;219740;235540;238370;239140;242760;245170;248820;250180;250900;262060;268910;269210;275850;281990;282440;289070;293180;296870;311690;322330;330020;346110;362890;367520;367540;391540;394510;396750;397080;397540;407530;413150;442070;445980;457140;474750;489630;489830;504230;544610;548430;552500;553850;582660;588650;599140;613100;632360;646570;648800;673880;674940;683320;701160;717640;787480;812140;815370;881100;892970;945360;960090;962130;975680;976730;993090;1030300;1039360;1086940;1144770;1145360;1147860;1150690;1174180;1229490;1237970;1238840;1262240;1325900;1337520;1356040;1361210;1382320;1392820;1422450;1454400;1484720;1712840;1747890;1794680;1818750;1887400;1919460;1919470;1922560;1966720;1966900;2088570;2141730;2181930;2231450;2337860;2365810;2379780;2437040;2617700;2694490;2784470;2828500;2881650;3097560;3241660;3339780;3527290;3716600;3805420
76561198806973520,BR,0,
76561198809131830,N/A,0,
76561198965260815,BR,0,
76561199041716837,BR,0,
76561199084942836,N/A,57,70;500;550;218620;242760;262060;286160;289070;322330;359550;367500;379720;381210;389170;397540;413420;414340;431960;489830;505230;552500;582010;582660;599140;613100;623990;646570;729720;739630;747350;782330;787480;883710;945360;1002300;1030300;1086940;1145360;1201630;1238840;1245620;1274570;1302240;1422450;1446780;1507580;1623730;1940340;1966720;2050650;2141730;2171440;3097560;3241660;3527290;3716600;3764200
76561199109781554,BR,79,440;550;6850;6860;6900;21690;35140;43160;49520;105600;108600;200260;203140;205930;208650;221040;234140;235900;237930;239140;239820;245170;247430;254700;259170;269210;271590;286160;287700;311340;322330;346110;348550;359550;383180;397540;407530;431960;462770;548430;553850;574980;582010;582660;586140;594650;623990;632360;702890;770720;774361;794260;961490;993090;1002300;1086940;1090630;1145360;1169040;1229490;1238810;1245620;1274570;1422450;1446780;1498570;1517290;1623730;1671210;1744330;1888160;1966720;2212330;2246340;3050900;3124340;3240220;3405340;3716600
76561199159522860,N/A,19,550;730;218620;242760;285900;286690;296770;304390;322330;582660;613100;649950;895400;976310;1422450;1456200;1966720;2835570;3241660
76561198268804715,RU,105,10;80;100;440;550;620;730;4000;8190;12210;35450;107410;108600;206690;214250;218620;221100;225540;227300;231430;235720;238320;239140;242760;243470;244210;251570;252170;252490;252950;263060;264710;271590;273350;278360;285900;286120;286690;287700;292030;304390;304930;305620;307690;321040;322330;324800;346110;359550;381210;393380;393420;395760;407530;412020;414700;424840;431960;447040;527450;534380;550040;578080;617670;623990;629520;646910;648800;654310;674940;729720;739630;743640;774941;855860;859570;880940;892970;895400;945360;976310;1006710;1097150;1144200;1167630;1172380;1174180;1238860;1239260;1262540;1293830;1304930;1326470;1357870;1449560;1570330;2149010;2231380;2475460;2567870;2707940;2835570;3240220;3241660;3949040
76561198307594449,N/A,0,
76561198829331912,RU,73,20;50;70;130;220;240;280;320;360;550;620;1930;8190;107410;200020;218620;227300;239140;242760;251570;252490;271590;282140;285900;286690;304390;304430;315130;322330;324800;346110;383150;385070;387990;389270;393380;407530;440880;485950;489630;520720;551110;578080;609320;617670;629520;654310;669600;681780;684820;729720;739630;743640;774941;892970;895400;933820;945360;1144200;1158940;1238860;1455900;1465460;1570330;1874880;1890860;2231380;2567870;2707940;2835570;3240220;3241660;3244220
76561198963790451,RU,51,550;620;8190;55230;218620;225540;227300;228380;232090;239140;242760;251570;252490;257420;271590;272860;285900;304390;324800;346110;383150;389270;389730;393380;407530;539720;578080;582660;617670;618140;649950;654310;699130;739630;743640;774941;895400;944220;976310;1110910;1144200;1178830;1293830;1422450;1517290;1549180;2231380;2290180;3240220;3241660;3527290
76561199059854155,RU,173,10;20;30;40;50;60;70;80;100;130;220;240;280;300;320;360;400;440;500;550;620;730;2400;2420;2430;4000;33100;33110;33120;33130;35450;41070;43160;49520;70600;107410;108600;113200;214340;217490;218620;219640;219740;221040;221910;222880;223470;232770;239140;242760;246900;250900;252610;255520;263760;265210;284160;286160;286690;287700;304390;311340;322170;322330;327030;337320;341940;359550;362890;374320;384310;389730;391540;393380;410110;418460;431960;438740;473690;477160;481870;505460;507010;508440;520720;521890;548430;552500;552970;553850;555160;564310;581320;582660;589290;590830;594650;597170;599140;610570;623990;624690;629520;629760;638070;671860;729720;740410;770720;774941;813540;855860;897630;939850;976890;1000360;1017180;1144770;1167630;1194630;1222140;1227530;1238810;1260320;1262350;1281590;1282760;1304930;1321680;1372110;1433140;1449690;1456200;1490130;1529710;1537710;1585220;1608450;1659040;1664220;1755300;1775270;1778820;1808500;1943950;1966720;1990740;2027330;2129530;2181930;2280350;2397300;2406770;2456740;2527500;2780980;2835570;2909110;3017580;3059070;3062930;3164500;3168600;3241660;3399950;3400930;3527290;3585800;3716600;3751210;3799100;3897800;3949040
76561199085192358,PS,0,
76561199154603251,N/A,0,
76561199656151734,N/A,0,
76561199674554063,N/A,9,271590;381210;859570;1237950;1404210;1922560;1971870;2315690;3240220
76561197967906271,N/A,82,10;20;30;40;50;60;70;130;620;730;4000;43110;200170;203680;207140;221100;271590;285160;304050;322170;323850;376210;377600;381210;383840;386940;397540;403120;424840;431960;437920;470220;485610;489520;496680;504230;504690;506500;512900;521890;548240;559650;566160;571740;582660;603750;657200;674940;688130;706220;716640;732160;794490;821250;845070;859570;861540;877080;880940;914700;916950;939510;945360;960090;967050;995840;999730;1032730;1042780;1081560;1097150;1107790;1157340;1178120;1190340;1340160;1366800;1422450;1604030;2138720;2149010;3240220
76561197979564704,N/A,0,
76561198045892402,N/A,0,
76561198064543608,BR,52,440;550;570;620;730;6850;6860;6900;33460;45760;105600;203140;205930;217790;218620;219740;221100;222900;242700;242760;247430;252950;268910;271590;282070;304930;307780;310950;322330;356190;381210;393380;424840;513710;553850;559650;578080;588650;657200;671860;678950;686810;739630;774941;815370;895400;945360;1174180;1556790;1987080;2149010;3240220
76561198069174607,N/A,0,
76561198072853844,BR,11,10;80;100;500;570;730;24240;227300;253980;515220;617670
76561198079957202,BR,35,550;620;730;17390;17440;24720;49520;72850;105600;200110;209670;226840;227300;238320;242760;261640;264710;266840;289070;297130;304050;304390;304930;323190;346110;351970;381210;407530;654310;815370;945360;960090;979560;1097150;1506830
76561198086154752,BR,0,
76561198098752272,BR,0,
76561198106369332,BR,0,
76561198118835188,N/A,69,10;80;100;240;550;620;730;9480;10090;12200;12210;24240;24960;49520;55230;202970;202990;204450;206420;208650;212910;218620;222440;224540;228380;238320;239140;242700;251570;265930;271590;272860;275850;285900;286690;289070;289650;292030;304930;322330;327030;346110;349040;367500;370240;386940;407530;454650;489830;495420;582010;633230;678950;728880;851850;976310;990080;1150640;1174180;1222680;1225330;1238860;1274570;1506830;1604030;1712840;2835570;3240220;3241660
76561198119082871,BR,315,10;20;30;40;50;60;70;80;100;130;220;240;280;300;320;360;400;500;550;620;730;1700;2360;2370;2390;2600;3830;4500;7670;7940;8850;8870;9060;12100;12110;12120;12230;12240;12250;20900;20920;22370;22380;29900;34330;35130;38400;38410;38420;39140;40990;43110;43160;47790;47830;49520;55150;55230;94300;105600;204240;204360;207320;208140;209000;211820;214340;218620;224300;224940;225260;226560;226840;227300;231430;232090;234140;235900;238370;245170;245390;248820;249050;252230;252410;262060;263300;264710;269210;282440;282800;286160;286690;287390;289130;289690;292030;302190;304240;304930;307110;310950;320040;322210;322330;327030;330020;331600;335300;339800;342380;344740;346110;351100;351510;351970;360170;360940;361420;362890;367500;367520;367540;370660;372360;373600;374320;377160;379720;382140;383150;383180;383270;384310;389730;390290;391540;394510;397080;403120;405900;407530;409710;409720;410110;412020;413150;418460;418670;420740;424840;429660;431710;431960;434050;435150;442070;443910;460960;464920;470220;487000;489520;489630;489830;503560;504390;520720;544610;548430;552500;553850;554620;555000;559210;561770;569610;570940;582010;582660;585690;590830;598780;599140;602960;606680;609920;610570;611500;613100;613900;615010;617290;619700;624690;632360;638070;640820;640890;646570;648800;649950;654610;656880;660160;672230;674940;683320;706220;710120;727110;729460;729720;738520;739630;739650;740240;740410;746850;753660;765410;765870;774171;774361;774801;794260;796440;813540;846770;858820;878750;880940;884260;892970;897630;927250;928840;945360;976310;1025440;1035510;1061910;1063730;1089350;1090630;1097150;1134700;1141550;1162130;1169040;1176710;1180660;1184370;1213700;1216490;1218520;1222680;1223870;1237970;1238860;1245430;1245620;1259140;1262580;1269500;1271710;1294660;1330000;1356040;1361210;1367300;1368870;1373430;1393750;1422450;1449560;1456200;1486630;1507190;1515950;1604030;1608450;1659040;1703140;1722860;1745510;1755300;1755910;1785150;1794680;1808500;1818750;1966720;1990740;2060160;2149010;2166060;2337860;2427410;2543510;2622380;2747770;2780980;2796010;2828500;2940490;2955840;3017580;3028500;3062930;3144950;3286930;3463050;3527290;3837340
76561198122413995,BR,147,70;12130;19000;49520;105600;107410;108600;204360;204450;209330;211820;219740;220240;221100;227300;228320;233860;234140;238240;239140;242700;242760;251570;252490;255710;268910;269770;270880;271590;275850;289070;292030;295110;299740;304390;304430;304930;306130;312660;313120;322330;330390;331600;331810;337360;341940;346110;356190;359550;362300;367500;367540;377840;379430;381210;383150;383180;393420;407530;413150;424840;427520;433850;439700;440900;442070;449610;489830;495420;508440;509980;513710;526870;537800;543460;570940;578080;582010;582660;597820;599140;623990;648800;654310;703080;706220;739630;742300;758870;774361;846770;860510;892970;895400;897450;899770;912290;931180;960910;960990;990080;1063730;1084600;1091500;1097150;1119730;1129580;1149460;1151640;1158160;1174180;1180660;1206670;1213700;1222140;1245620;1324130;1326470;1360000;1363080;1377380;1401730;1446780;1472660;1538570;1594320;1623730;1623940;1645820;1658150;1716740;1766060;1766740;1794680;1800790;1874880;1890860;2142790;2149010;2451100;2625420;2735220;2828500;2993780;3062930;3240220;3321460
76561198129470129,BR,159,10;20;30;40;50;60;70;80;100;130;220;240;280;300;320;360;400;440;500;550;620;730;4000;8870;42120;48000;92100;104200;105600;108600;203160;218620;238320;242760;250400;252950;258010;263060;263980;268910;271590;273350;282800;286690;304050;304930;306040;310950;311860;317250;319630;322330;329000;331790;335300;340070;340650;341500;345220;355150;359550;362890;363490;366760;370510;371670;374320;381210;383330;385070;389730;391260;391420;391660;394540;394680;397500;398680;399100;399430;400240;407230;412170;412600;414700;416080;423710;424840;428430;431960;434420;440760;440900;448640;451880;455940;457820;461640;463350;464920;467000;470220;473470;487220;489630;508900;512900;513720;548430;552500;559650;588650;590830;599140;609920;617290;623990;632360;638070;671860;739630;765410;774801;813780;823130;859570;870780;880940;892970;931180;945360;976310;1029690;1044450;1063730;1091500;1097150;1147550;1169040;1222140;1237950;1245620;1294660;1422450;1466860;1510580;1604030;1785150;1794680;1808500;1818750;1824220;1850570;1966720;2060160;2149010;2622380;2780980;3240220
76561198134279962,N/A,158,70;500;550;3700;3900;3910;3990;4560;6060;6880;7670;8190;8800;8850;8870;8930;9340;9850;10500;16810;17390;20540;34330;34440;34450;34460;34600;40990;42850;42910;42960;43160;48700;64000;65800;105600;107410;108600;113200;203140;204860;205930;218620;220200;226620;228200;231430;233860;236850;239030;239820;242700;242760;244450;248860;254700;255710;262060;268130;270150;274520;281990;286160;294100;294860;302670;304050;312660;314980;322330;327400;329970;334310;346010;346110;351700;356190;361420;362890;365360;377160;379430;383270;391540;394360;400750;407530;409710;409720;411310;411320;418240;431960;460930;489630;494840;499660;501320;502500;505460;529340;537800;553850;572410;582660;599140;602960;620590;632360;640590;647960;651670;660160;714120;774171;774361;784150;815370;826630;871530;883710;887570;892970;916440;933110;945360;952060;952070;976890;1035660;1036440;1086940;1089840;1134700;1176470;1176710;1180660;1227530;1237970;1238810;1238840;1238860;1262560;1422450;1451940;1698350;1761390;1794680;1815530;1857090;1860510;1949190;1966720;2050650;2119830;2741560;3241660;3527290
76561198163088023,BR,488,10;70;80;100;220;240;320;360;440;730;1250;2280;2300;3330;3830;3910;4000;4500;7000;8000;8140;9480;12100;12110;12120;12230;12240;12250;12750;15080;15120;15700;17410;20510;21690;22600;27920;29900;34270;34870;35130;35420;35450;35720;38400;41000;41700;42680;42690;42910;43110;43160;44350;48000;49520;50300;55100;55230;57300;63500;67370;71340;91200;96100;105600;107410;113020;200170;200710;201700;202200;202970;202990;203160;203770;206420;207140;207490;207610;209080;209630;209670;211820;212910;214340;218620;218680;219640;219950;220820;221040;221100;221260;222880;224960;224980;225000;225020;225260;225300;225320;225540;226840;231330;231430;232050;232090;233130;235600;236150;236870;238090;238320;238430;238460;239140;239200;242550;242700;242760;246110;247120;248710;249870;249990;250400;251570;251950;252130;252410;252950;253920;254480;254700;255520;261110;262280;263060;264200;264300;265550;265590;266310;267980;268870;269210;270550;270880;271570;271590;274190;275850;282100;282800;283330;283640;284930;285010;285130;286570;286690;287290;288160;289130;289690;292030;292620;293840;295110;296470;297130;298110;299740;301640;302190;304050;304390;304930;305050;306130;306350;306410;308040;308600;312670;312710;321270;322330;323580;324080;325180;332310;334210;335300;340200;340820;341940;342150;343710;344300;344740;345220;346110;346290;348360;348510;348670;350300;351290;351940;352950;357070;357780;359550;360130;360170;360480;360970;362300;362890;365590;366760;367450;367540;368230;368420;368730;370510;371140;374040;374320;377600;381140;381210;382050;382120;382490;382560;383180;384310;386880;387840;391720;394690;395170;399820;402390;407530;407730;410110;413150;414340;414580;417430;420740;422100;424840;428430;429470;431240;431710;431930;431960;433340;433850;434650;434730;437920;438480;438740;439190;439700;440900;441380;442070;442120;444200;449220;460930;460960;462960;463150;465760;470220;477160;481870;485890;486500;489520;489830;489940;490990;491950;492630;493540;495420;498320;498660;503820;504130;507010;508380;518120;522210;522570;524440;526740;527710;530700;532210;537800;538590;539720;544330;544610;546090;546400;552500;555000;562260;562270;562360;564310;566190;570940;571310;571740;578080;581320;582010;582660;582890;592890;594650;599140;600430;610570;611500;613100;613830;616560;618140;623990;625340;629520;633230;636150;638070;640700;640890;646910;648800;652550;654310;657200;671860;680360;684680;696370;699240;699920;701470;704850;706220;731490;739630;740240;747350;751780;753660;760620;769920;770720;774361;788100;794260;797410;802240;814200;814380;815370;823130;834910;845070;858820;859570;863550;880940;883710;892970;912290;915600;919220;920690;924970;928840;931180;934700;939400;967050;972660;976310;993090;1005240;1025440;1034160;1048540;1058200;1063730;1076280;1085660;1091500;1097150;1097800;1110910;1128000;1134700;1144200;1158500;1167630;1172620;1174180;1190340;1214330;1222680;1233410;1233570;1239690;1245430;1245620;1259420;1274570;1304930;1326470;1338770;1356040;1366800;1368870;1392820;1404210;1422450;1450180;1454400;1486630;1507190;1510580;1595710;1608450;1621070;1627720;1645820;1659040;1703140;1712840;1755300;1801110;1818750;1836120;1911390;1938090;1966720;1990740;2050650;2071500;2139020;2149010;2337860;2418520;2427410;2427420;2427430;2478970;2543510;2623090;2695940;2881650;2955840;3059070;3098890;3240220;3241660;3321460;3405340;3527290;3595230;3635220;3656800;3694480
76561198165360930,BR,0,
76561198168952314,N/A,0,
76561198207575867,BR,67,220;320;360;8190;12200;13520;15700;19900;49520;107410;204450;218620;220240;222900;225540;227300;234140;239140;241930;242700;244210;270880;271590;292030;296300;298110;302510;304930;307690;307780;356190;359550;371660;374320;377160;379720;397540;414340;418370;431960;447040;460930;491280;517630;552520;582660;601150;623990;646910;747350;882020;1091500;1174180;1196590;1222140;1222680;1236300;1259970;1262580;1293830;1517290;1593500;1659420;1846380;1888930;2231380;3240220
76561198214693151,N/A,0,
76561198243092298,N/A,7,10;80;100;240;730;310380;345660
76561198252064048,BR,321,10;20;30;40;50;60;70;80;100;130;220;240;280;300;320;360;400;440;500;550;620;730;1250;2990;4000;6060;6220;6850;6880;6910;6920;7000;7510;7520;7670;8000;8140;8190;8850;8870;8980;9050;9070;10680;12100;12110;12120;12200;12210;12230;12240;12250;13520;16450;17330;17340;17390;17410;17470;19900;20510;20900;21090;21100;21110;21120;21690;21980;22300;22380;24240;24960;33910;34270;34820;34830;34870;35420;35450;42500;42670;43110;47780;47870;47890;48000;49520;50130;50300;55100;63380;65790;67370;70000;91200;96000;96100;102600;107410;110800;201810;203160;203770;204100;204450;205230;205950;206420;208200;208610;209080;213670;217920;218620;218640;219150;220240;220260;221040;222880;222900;223470;224220;224960;225540;226840;227300;231430;232010;233250;233270;234140;236870;238010;238090;238320;238910;239030;239140;243000;243470;245170;247120;252130;253430;253900;253920;253980;254000;254020;254040;254060;254700;256330;258180;258760;260230;261180;261640;263060;267920;267940;267960;267980;268870;270880;271500;271590;272890;274900;274940;277950;278490;279640;282100;283310;283350;283390;284160;285840;286040;286440;286570;287290;288160;292030;293180;293840;294020;297020;298110;299460;303390;304050;304240;304430;304930;307130;310380;313160;315550;315810;318100;319180;319630;322170;328500;330830;331360;337000;339340;339470;340200;342150;343360;343930;346010;346110;350080;354860;356200;361190;362890;363620;365450;365590;366760;368360;370310;371660;375460;375710;377160;378100;379290;379640;379720;382300;382490;384930;385490;386320;388750;389810;391740;392820;394680;397540;397670;398210;398680;399100;400250;402390;405950;407530;409710;409720;412880;418370;421650;424830;424840;427780;428430;430960;431960;433850;434570;439700;447020;448070;449220;460790;463180;488790;489520;518790;524220;524440;552520;554530;578330;582660;582890;608800;611500;612880;626690;633230;638070;674750;684720;690790;706220;729040;731490;769920;785030;845070;863550;883710;928050;952060;952070;960990;1012880;1030830;1056960;1066890;1222680;1233570;1238810;1238840;1238860;1849000;2050650;2149010;2427420;3240220;3764200
76561198253051431,BR,0,
76561198263310241,BR,0,
76561198263336614,BR,38,730;12200;203680;218620;221100;225540;252490;252950;271590;286690;289650;346110;359550;381210;393380;407530;431600;447040;460930;552520;578080;623990;657200;671860;774941;815370;933110;990080;1089350;1172620;1174180;1237950;1259970;1766060;1811260;1938090;3240220;3595270
76561198263369382,NG,20,550;730;218620;242760;252490;252950;271590;304930;346110;359550;407530;489520;578080;582160;623990;1313860;1506830;2669320;3240220;3527290
76561198267341060,BR,8,730;105600;271590;273350;304050;304930;3240220;3668080
76561198275720354,BR,0,
76561198282284020,AR,0,
76561198293815406,N/A,29,730;33910;33930;65700;65720;107410;221100;224580;225540;242760;271590;275850;349040;359550;413150;513710;518790;582660;623990;646910;895400;1259970;1422450;1517290;1790600;1846380;1874880;1890860;3240220
76561198300961223,BR,0,
76561198306617737,BR,380,10;20;30;40;50;60;70;80;100;130;220;240;280;300;320;360;400;500;550;620;730;1250;4000;4720;6910;6920;7000;8000;8140;9480;10680;21000;21690;29900;34270;34330;35130;40990;43110;43160;46500;46510;49520;55100;65790;70600;94300;105600;107410;108600;203160;204450;206440;209630;214340;214490;217200;218620;220240;220700;221040;221100;222880;224960;224980;225000;225020;225300;225320;226620;227300;232090;232770;233270;234650;235900;238010;238090;238430;239140;241930;242700;242760;244210;244450;246620;249050;250180;251990;252410;252950;253030;254700;258180;261570;265930;266840;271590;278360;282800;285900;286690;287290;287390;288160;289130;289690;292030;297130;298110;302190;304240;304390;304430;305620;308600;310560;311210;311340;312610;321270;322170;322330;327410;335190;337000;337340;337360;339340;339800;344740;346110;348510;350300;351510;359840;365450;366250;366260;367450;368180;370670;371660;373600;378610;383150;383180;383270;383870;384310;386940;387290;389140;389730;390290;390710;391220;391540;407530;412020;413150;414340;414700;418370;418670;420530;420740;424840;425580;431240;431710;433340;434570;437920;439250;441380;442070;443910;447040;456750;460960;464920;475550;481870;485450;485610;489520;489630;489830;493340;493540;503560;504230;504390;520720;530070;533950;537800;540840;544610;548430;552500;552520;555150;556130;561770;569610;571310;582660;585690;594550;594650;599140;610570;611500;613100;613900;617290;619080;624690;638230;640590;640700;640890;644560;646910;648800;654310;657240;660160;683320;690790;699240;699920;703860;728880;729460;729720;731490;737800;739630;740240;740410;747350;750920;753660;770720;774171;782330;787480;797410;802240;805550;808080;813540;813780;815370;844930;852110;860510;862740;865940;866140;883710;897630;919220;928840;933110;934700;939960;952060;952070;960090;960990;966330;967050;972660;975680;976500;990630;999220;1025440;1035510;1048540;1057090;1069740;1071870;1076280;1078000;1085510;1119730;1134700;1144770;1151640;1158850;1173010;1176710;1180660;1182620;1196590;1200580;1206610;1213700;1222680;1225560;1233570;1237970;1238080;1238840;1238860;1245430;1262540;1262580;1269500;1274570;1293830;1337010;1356040;1361320;1368870;1377360;1422450;1426210;1449560;1455900;1456200;1458140;1486630;1507190;1510580;1514950;1515950;1593500;1608450;1608700;1659040;1703140;1712840;1755300;1824220;1840490;1846170;1911390;1943950;1966720;1987080;1990740;2050650;2071500;2119830;2138720;2149010;2159210;2187220;2322010;2337860;2369390;2395210;2401970;2488620;2543510;2561580;2567870;2623090;2708450;2747770;2796010;2828500;2881650;2955840;3017580;3028500;3059520;3062930;3098890;3144950;3240220;3376250;3463050;3527290
76561198313416792,BR,0,
